Timestamp,0. Are you currently employed in Berlin or by a Berlin-based organization?,1. Gender:,2. Age:,3. Highest vocational qualification attained:,4. Years of total work experience:,5. Citizenship,6. Type of organisation,7. Industry,"8. Company size (global, entire organisation)",9. Years in current company:,10. Job/Position title,11. Which best describes your role in your current company?,12. Years in current position:,13. Full-time / Part-time,14. Contract in hours per week,15. Total annual gross salary in EUR (before taxes and deductions),"16. Performance-related pay or bonuses (gross) in EUR - CAN SKIP IF ""0""","17. Total Annual Equity Compensation (stock options, ESOPs, etc.) in EUR - CAN SKIP IF ""0""",18. Salary raise since January 2023,19. ID,20. Contract in hours per week (Normalized)
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Master's Degree,16-20,Non-EU,A private firm,Finance & Insurance,1000+,1-2,Security Lead Engineer,Team Lead (manages small team),1-2,Full-time,40,86.000,na,4.000,No raise,449,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,1000+,1-2,Senior Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,86.000,na,0,No raise,496,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,na,Other-EU,A private firm,Information & Communication,501-1000,1-2,Senior Product Manager,Individual Contributor (no direct reports),3-5,Full-time,40,86.000,na,0,1-5%,501,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Bachelor's Degree,11-15,Non-EU,A private firm,Transportation & Storage,1000+,3-5,Software Architect,Individual Contributor (no direct reports),1-2,Full-time,40,86.000,10.000,5.000,1-5%,578,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Master's Degree,3-5,Non-EU,A private firm,Information & Communication,1000+,3-5,Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,41,86.000,na,40.000,6-10%,765,41
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,40-44,Doctor's Degree,6-10,Other-EU,A private firm,Technology/Software Development,1000+,Less than 1,Senior Data Scientist,Individual Contributor (no direct reports),3-5,Full-time,40,86.000,na,26.000,No raise,805,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,11-15,Dual (Ger/EU and Non-EU),A private firm,Transportation & Storage,1000+,1-2,Senior Product Owner,Individual Contributor (no direct reports),1-2,Full-time,40,86.000,na,0,1-5%,817,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,35-39,Master's Degree,11-15,Non-EU,A private firm,Other Services,201-500,1-2,Senior Product Manager,Individual Contributor (no direct reports),1-2,Full-time,40,86.000,na,0,No raise,1005,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,30-34,na,3-5,Non-EU,A private firm,Technology/Software Development,501-1000,3-5,Senior Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,86.000,na,0,No raise,1040,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Master's Degree,11-15,Non-EU,Other,Other Services,1000+,6-10,Senior Product Manager,Individual Contributor (no direct reports),1-2,Full-time,40,86.000,11.000,0,1-5%,1044,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Bachelor's Degree,11-15,Non-EU,A private firm,Technology/Software Development,51-200,3-5,Senior Software Engineer,Individual Contributor (no direct reports),6-10,Full-time,40,87.000,3.000,9.000,1-5%,24,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,50-54,Master's Degree,21-30,Non-EU,A private firm,Technology/Software Development,501-1000,3-5,Senior Software Engineer,Individual Contributor (no direct reports),na,Full-time,40,87.000,na,0,6-10%,159,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Master's Degree,6-10,Non-EU,A private firm,Prefer not to say,Prefer not to say,6-10,Engineering Manager,Manager (manages team),1-2,Full-time,40,87.000,na,10.000,1-5%,534,40
 06/2023  ,No.,Male,25-29,Bachelor's Degree,Less than 1,German,A private firm,Transportation & Storage,11-50,Less than 1,Software Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,58.000,na,na,No raise,811,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,3-5,German,A private firm,Finance & Insurance,1000+,Less than 1,Senior Software Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,87.000,14.000,0,No raise,546,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Diploma,16-20,Non-EU,A private firm,Technology/Software Development,1000+,3-5,Agile Coach,Senior Manager/Director (manages departments),3-5,Full-time,40,87.000,na,22.500,1-5%,694,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,6-10,Non-EU,A private firm,Technology/Software Development,201-500,Less than 1,Software Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,87.000,na,0,No raise,953,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,3-5,Non-EU,A private firm,Technology/Software Development,1000+,1-2,Senior Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,87.000,na,12.500,1-5%,1012,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,60 and over,Master's Degree,30+,Other-EU,A private firm,Manufacturing,1000+,16-20,Program Manager,Individual Contributor (no direct reports),3-5,Full-time,40,88.000,5.000,0,No raise,372,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,35-39,Bachelor's Degree,11-15,Non-EU,A private firm,Technology/Software Development,1000+,Less than 1,Senior Software Engineer,Individual Contributor (no direct reports),6-10,Full-time,40,88.000,6.000,0,1-5%,374,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,11-15,Non-EU,A private firm,Technology/Software Development,1000+,Less than 1,Product Design Manager,Manager (manages team),6-10,Full-time,30,88.000,na,15.000,Prefer not to say,407,30
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,1000+,Less than 1,Senior Software Engineer,Prefer not to say,1-2,Full-time,40,88.000,6.000,0,No raise,408,40
 06/2023  ,No.,Male,35-39,Specialized and Engineering School Certificate (GDR),16-20,Other-EU,A private firm,Retail & Wholesale Trade,501-1000,1-2,Director of Engineering,Senior Manager/Director (manages departments),3-5,Full-time,40,160.000,na,na,1-5%,820,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,35-39,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,11-50,1-2,Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,88.000,2.500,0,6-10%,738,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Female,40-44,Master's Degree,11-15,Dual (Ger/EU and Non-EU),A private firm,Information & Communication,51-200,6-10,Design Lead,Team Lead (manages small team),1-2,Full-time,40,88.000,na,0,No raise,813,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,6-10,Other-EU,A private firm,Information & Communication,11-50,1-2,Lead Implementation Manager,Team Lead (manages small team),1-2,Full-time,40,88.000,na,0,No raise,1059,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,3-5,Non-EU,A private firm,Technology/Software Development,1000+,1-2,Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,89.000,na,8.000,No raise,198,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,11-15,Non-EU,A private firm,Technology/Software Development,1000+,1-2,Senior Product Manager,Individual Contributor (no direct reports),1-2,Full-time,40,89.000,na,0,No raise,464,40
 06/2023  ,No.,Female,35-39,Master's Degree,16-20,Other-EU,A private firm,Technology/Software Development,,na,PM,Individual Contributor (no direct reports),Less than 1,Full-time,"38,5",70.000,na,na,1-5%,826,"38,5"
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,1000+,1-2,Senior Marketing Manager,Individual Contributor (no direct reports),1-2,Full-time,40,89.000,na,18.000,No raise,509,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,30-34,Master's Degree,3-5,Other-EU,A private firm,Technology/Software Development,51-200,1-2,Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,89.000,8.000,0,1-5%,785,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Bachelor's Degree,16-20,German,A private firm,Finance & Insurance,51-200,6-10,Software Engineer,Individual Contributor (no direct reports),6-10,Part-time,36,89.000,na,0,16-20%,786,36
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,40-44,Bachelor's Degree,16-20,Non-EU,A private firm,"Professional Services (e.g., consulting, Engineering, and legal services)",51-200,3-5,Cloud Architect,Team Lead (manages small team),3-5,Full-time,40,89.000,na,0,No raise,836,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,35-39,Master's Degree,6-10,Non-EU,A private firm,Healthcare and Pharmaceuticals,1000+,1-2,Senior Safety Scientist,Individual Contributor (no direct reports),1-2,Full-time,40,89.000,na,0,1-5%,1022,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,51-200,1-2,Senior DevOps Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,90.000,na,0,1-5%,14,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,40-44,Bachelor's Degree,16-20,Non-EU,A private firm,Information & Communication,11-50,3-5,Senior Software Engineer,Prefer not to say,3-5,Full-time,40,90.000,na,0,No raise,142,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Bachelor's Degree,11-15,Non-EU,A private firm,Technology/Software Development,201-500,3-5,Principal Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,90.000,na,10.000,No raise,193,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Bachelor's Degree,11-15,Non-EU,A private firm,Technology/Software Development,1000+,1-2,Senior Software Engineer,Individual Contributor (no direct reports),6-10,Full-time,40,90.000,na,0,1-5%,207,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,11-15,Dual (Ger/EU and Non-EU),A private firm,Technology/Software Development,11-50,Less than 1,Senior Software Engineer,Team Lead (manages small team),Less than 1,Full-time,40,90.000,na,5.000,No raise,263,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,40-44,Bachelor's Degree,16-20,German,A private firm,Technology/Software Development,1000+,3-5,Software Engineering Lead,Manager (manages team),3-5,Full-time,40,90.000,na,0,1-5%,295,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,30-34,Bachelor's Degree,11-15,Non-EU,A private firm,Technology/Software Development,1000+,Less than 1,Senior Software Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,90.000,na,17.000,No raise,317,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,6-10,German,A private firm,Other Services,1000+,Less than 1,Team Lead Analytics,Manager (manages team),Less than 1,Full-time,40,90.000,na,0,No raise,363,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,3-5,Non-EU,A private firm,Technology/Software Development,11-50,Less than 1,Senior Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,90.000,na,0,No raise,428,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,No vocational qualification attained,11-15,Non-EU,A private firm,Finance & Insurance,1000+,3-5,Lead Engineer,Team Lead (manages small team),6-10,Full-time,39,90.000,10.000,0,1-5%,540,39
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Diploma,11-15,Non-EU,A private firm,Finance & Insurance,11-50,3-5,Head of Engineering,Senior Manager/Director (manages departments),1-2,Full-time,40,90.000,na,0,No raise,564,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,30-34,Master's Degree,6-10,Other-EU,A private firm,Technology/Software Development,51-200,Less than 1,Head of Expansion,Manager (manages team),Less than 1,Full-time,40,90.000,50.000,8.000,No raise,579,40
 06/2023  ,No.,Male,45-49,Master's Degree,21-30,Non-EU,A private firm,Manufacturing,51-200,Less than 1,SVP Product Commercialization,Executive (executive leadership),3-5,Full-time,40,132.000,100.000,na,No raise,844,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,6-10,Non-EU,A private firm,Finance & Insurance,11-50,Less than 1,Product Manager,Team Lead (manages small team),1-2,Full-time,40,90.000,na,0,20%+,663,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Doctor's Degree,11-15,Other-EU,A private firm,Finance & Insurance,1000+,1-2,Product Manager,Team Lead (manages small team),3-5,Full-time,40,90.000,na,0,1-5%,713,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,35-39,Doctor's Degree,3-5,Non-EU,A private firm,Information & Communication,1000+,1-2,Applied Scientist,Individual Contributor (no direct reports),1-2,Full-time,40,90.000,na,0,1-5%,726,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,1-2,Dual (Ger/EU and Non-EU),A private firm,Technology/Software Development,1000+,Less than 1,Senior Backend Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,90.000,na,0,No raise,742,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,40-44,Specialized and Engineering School Certificate (GDR),16-20,Non-EU,A private firm,Technology/Software Development,11-50,1-2,Senior Platform Engineer,Individual Contributor (no direct reports),6-10,Full-time,40,90.000,na,0,No raise,748,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,40-44,Apprenticeship/Vocational Training (Dual System),11-15,Non-EU,A private firm,Technology/Software Development,201-500,Less than 1,Project Portfolio Manager,Individual Contributor (no direct reports),Less than 1,Full-time,40,90.000,na,32.000,No raise,766,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Bachelor's Degree,16-20,Non-EU,A private firm,Technology/Software Development,11-50,Less than 1,Head of Android,Team Lead (manages small team),Less than 1,Full-time,40,90.000,na,0,No raise,791,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Bachelor's Degree,11-15,German,A private firm,Education,1-10,1-2,Founding Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,90.000,na,35.000,11-15%,823,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Prefer not to say,35-39,Bachelor's Degree,11-15,Non-EU,A private firm,Technology/Software Development,1000+,3-5,Senior Security Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,90.000,na,15.000,1-5%,837,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,45-49,Bachelor's Degree,21-30,Other-EU,A private firm,Information & Communication,501-1000,3-5,Senior Software Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,90.000,15.000,0,6-10%,876,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Master's Degree,11-15,Non-EU,A private firm,Hospitality (Accommodation and Food Services),1000+,Less than 1,Senior Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,90.000,na,9.000,No raise,896,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,No vocational qualification attained,11-15,Other-EU,A private firm,Technology/Software Development,11-50,1-2,Tech Lead,Team Lead (manages small team),Less than 1,Full-time,40,90.000,na,0,No raise,914,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,6-10,Non-EU,A private firm,Transportation & Storage,501-1000,3-5,Senior Data Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,90.000,na,0,1-5%,1007,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,40-44,Bachelor's Degree,16-20,Other-EU,A private firm,Information & Communication,1000+,6-10,Senior Software Engineer,Prefer not to say,6-10,Full-time,40,90.000,na,0,No raise,1031,40
 06/2023  ,No.,Male,30-34,Master's Degree,3-5,German,A private firm,Other Services,201-500,3-5,DevOps Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,50.000,na,na,No raise,859,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Master's Degree,3-5,Non-EU,A private firm,Technology/Software Development,1000+,3-5,Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,91.000,na,20.000,1-5%,426,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,24 or under,No vocational qualification attained,6-10,Non-EU,A private firm,Other Services,11-50,6-10,Senior Software Engineer,Individual Contributor (no direct reports),6-10,Full-time,40,91.000,na,150.000,6-10%,516,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Non-Binary,30-34,Specialized and Engineering School Certificate (GDR),6-10,Other-EU,A private firm,"Professional Services (e.g., consulting, Engineering, and legal services)",1000+,3-5,Principal Engineer,Individual Contributor (no direct reports),1-2,Part-time,36,91.000,na,7.000,No raise,592,36
 06/2023  ,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,863,
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,6-10,Non-EU,A private firm,Retail & Wholesale Trade,1000+,1-2,Senior Platform Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,92.000,6.000,0,6-10%,316,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,6-10,Non-EU,A private firm,Technology/Software Development,1000+,6-10,Senior Marketing Manager,Team Lead (manages small team),1-2,Full-time,40,92.000,na,21.000,6-10%,324,40
 06/2023  ,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,866,
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,35-39,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,51-200,Less than 1,Senior Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,37,92.000,8.000,0,No raise,399,37
 06/2023  ,No.,Male,25-29,Bachelor's Degree,6-10,Other-EU,Self-employed,Real Estate,11-50,3-5,Full Stack Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,67.000,na,na,No raise,868,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,6-10,Other-EU,A private firm,Finance & Insurance,1000+,3-5,Senior iOS Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,92.000,na,0,No raise,490,40
 06/2023  ,No.,Male,35-39,Diploma,6-10,Other-EU,A private firm,Technology/Software Development,501-1000,6-10,Senior Software Engineer,Individual Contributor (no direct reports),6-10,Full-time,40,73.000,7.000,na,1-5%,870,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Female,30-34,Bachelor's Degree,3-5,Other-EU,A private firm,Technology/Software Development,51-200,1-2,Senior Software Engineer,Team Lead (manages small team),1-2,Full-time,40,92.000,1.000,0,6-10%,946,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,6-10,Dual (Ger/EU and Non-EU),A private firm,Technology/Software Development,501-1000,6-10,Senior Software Engineer,Individual Contributor (no direct reports),6-10,Full-time,40,92.000,14.000,0,1-5%,950,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,40-44,Bachelor's Degree,21-30,German,A private firm,Technology/Software Development,1000+,6-10,Engineering Manager,Manager (manages team),Prefer not to say,Full-time,40,93.000,na,33.300,1-5%,97,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,501-1000,1-2,Senior Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,93.000,na,0,6-10%,361,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,11-15,Non-EU,A private firm,Technology/Software Development,501-1000,1-2,Solution Architect,Individual Contributor (no direct reports),1-2,Full-time,40,93.000,na,0,1-5%,520,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,201-500,Less than 1,Senior Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,93.000,na,0,No raise,699,40
 06/2023  ,No.,Male,35-39,Bachelor's Degree,6-10,German,A private firm,"Professional Services (e.g., consulting, Engineering, and legal services)",1000+,6-10,Manager,Manager (manages team),3-5,Full-time,40,118.000,15.000,na,No raise,877,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,6-10,Other-EU,A private firm,Technology/Software Development,1000+,6-10,IT Consultant,Manager (manages team),1-2,Full-time,40,93.000,na,0,1-5%,746,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,No vocational qualification attained,6-10,Other-EU,A private firm,Technology/Software Development,201-500,Less than 1,Senior Software Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,93.000,na,15.000,No raise,983,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Bachelor's Degree,6-10,German,A private firm,Technology/Software Development,11-50,1-2,Engineering Manager,Team Lead (manages small team),Less than 1,Full-time,40,94.000,5.000,0,No raise,254,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Master's Degree,16-20,Non-EU,A private firm,Technology/Software Development,1000+,1-2,Senior Product Manager,Manager (manages team),1-2,Full-time,40,94.000,na,20.000,1-5%,834,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,45-49,Bachelor's Degree,21-30,Non-EU,A private firm,Technology/Software Development,51-200,3-5,Staff Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,94.000,na,0,No raise,875,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,35-39,Master's Degree,11-15,Other-EU,Other,Technology/Software Development,51-200,3-5,Engineering Manager,Manager (manages team),3-5,Full-time,40,94.000,na,0,6-10%,894,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,1000+,1-2,Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,94.000,15.000,3.000,1-5%,1008,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Bachelor's Degree,11-15,Non-EU,A private firm,Finance & Insurance,1000+,1-2,Senior Software Engineer,Prefer not to say,1-2,Full-time,40,95.000,na,0,No raise,28,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,1-10,Less than 1,Lead Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,95.000,na,18.750,No raise,101,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,11-15,Non-EU,A private firm,Information & Communication,1000+,3-5,Engineering Manager,Manager (manages team),3-5,Full-time,40,95.000,14.000,123.000,1-5%,161,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Master's Degree,6-10,German,A private firm,Retail & Wholesale Trade,501-1000,6-10,Tech Lead,Team Lead (manages small team),1-2,Full-time,40,95.000,na,0,6-10%,288,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,51-200,Less than 1,Senior Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,95.000,na,0,1-5%,289,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Doctor's Degree,3-5,German,A private firm,Technology/Software Development,11-50,1-2,Machine Learning Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,95.000,na,1.000,No raise,336,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,25-29,Master's Degree,3-5,Other-EU,A private firm,Technology/Software Development,11-50,Less than 1,Machine Learning Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,95.000,15.000,0,No raise,358,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,3-5,German,A private firm,Information & Communication,1000+,3-5,Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,95.000,na,20.000,1-5%,454,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,6-10,Non-EU,A private firm,"Professional Services (e.g., consulting, Engineering, and legal services)",201-500,Less than 1,Senior Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,95.000,na,10.000,No raise,508,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,11-15,German,A private firm,Healthcare and Pharmaceuticals,51-200,3-5,Team Lead,Team Lead (manages small team),3-5,Full-time,40,95.000,na,0,6-10%,645,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,6-10,Non-EU,A private firm,Information & Communication,201-500,3-5,Solutions Architect,Individual Contributor (no direct reports),3-5,Full-time,40,95.000,na,0,No raise,648,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,40-44,Bachelor's Degree,16-20,Non-EU,A private firm,Technology/Software Development,51-200,3-5,Director of Software Engineering,Senior Manager/Director (manages departments),1-2,Full-time,40,95.000,na,0,No raise,756,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,201-500,6-10,Technical Lead,Individual Contributor (no direct reports),Less than 1,Full-time,40,95.000,5.000,0,No raise,902,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Master's Degree,6-10,Other-EU,A private firm,Technology/Software Development,501-1000,Less than 1,Senior Software Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,95.500,na,0,No raise,132,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Bachelor's Degree,11-15,Non-EU,A private firm,Education,501-1000,3-5,Senior Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,96.000,na,0,1-5%,172,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,40-44,Bachelor's Degree,6-10,German,A private firm,Technology/Software Development,1000+,1-2,Mobile Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,96.000,na,0,No raise,196,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,3-5,Prefer not to say,A private firm,Technology/Software Development,1000+,Less than 1,Senior Software Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,96.000,na,0,No raise,205,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,11-15,Non-EU,A private firm,Technology/Software Development,51-200,1-2,Tech Lead,Individual Contributor (no direct reports),1-2,Full-time,40,96.000,na,2.500,No raise,251,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,51-200,3-5,Senior Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,96.000,na,0,No raise,294,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,30-34,Bachelor's Degree,6-10,Non-EU,A private firm,Retail & Wholesale Trade,1000+,1-2,Senior Product Designer,Individual Contributor (no direct reports),1-2,Full-time,40,96.000,2.800,13.696,1-5%,704,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,51-200,3-5,Head of Design,Senior Manager/Director (manages departments),1-2,Full-time,40,96.000,na,50.000,6-10%,777,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Master's Degree,6-10,Non-EU,A private firm,Technology/Software Development,501-1000,1-2,Senior Analytics Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,96.000,na,0,16-20%,878,40
